,rated,turns,white_rating,black_rating,opening_moves,winner
16308,1,32,1323,1348,4,1
16309,1,23,1305,1483,2,0
16310,1,66,1469,1285,5,1
16311,1,96,1295,1758,2,1
16312,1,154,1498,1274,6,1
16313,1,94,1278,1582,6,1
16314,1,47,1298,1119,7,1
16315,1,85,1498,1304,3,0
16316,1,63,1556,1310,4,0
16317,1,77,1305,1023,4,0
16318,1,119,1674,1308,6,0
16319,0,87,1400,1259,2,0
16320,0,57,1423,1400,2,0
16321,0,60,1400,1476,2,1
16322,0,72,1290,1400,1,1
16323,0,73,1530,1400,2,0
16324,0,27,1619,1400,2,0
16325,0,44,1400,1619,3,1
16326,0,72,1302,1400,2,1
16327,0,113,1400,1475,3,0
16328,0,46,1400,1476,2,0
16329,0,16,1741,1400,2,0
16330,0,73,1400,1028,2,0
16331,0,106,1766,1400,2,0
16332,0,51,1437,1400,2,0
16333,0,18,1352,1400,2,1
16334,0,95,1631,1400,5,0
16335,0,18,1559,1400,2,0
16336,0,64,1400,1635,2,1
16337,0,9,1400,1381,3,0
16338,0,25,1171,1400,2,1
16339,0,59,1318,1400,2,0
16340,0,85,1400,1372,2,0
16341,0,30,1400,1387,3,1
16342,0,15,1371,1400,2,0
16343,0,66,1400,1349,3,1
16344,0,38,1675,1400,2,1
16345,0,18,1515,1400,2,1
16346,0,81,1400,1332,2,0
16347,0,58,1366,1400,2,1
16348,0,31,1589,1400,2,1
16349,0,49,1400,1466,3,0
16350,0,44,1400,1437,2,1
16351,0,65,1566,1400,1,0
16352,0,40,1356,1400,2,1
16353,0,28,1400,1395,2,1
16354,0,56,1500,1400,2,1
16355,0,19,1400,1396,2,0
16356,0,105,1400,1412,2,0
16357,0,40,1442,1400,1,1
16358,1,66,1752,1960,3,1
16359,1,31,1877,1940,9,1
16360,1,33,1932,1644,3,0
16361,1,8,1632,1924,4,1
16362,1,9,1916,1620,2,0
16363,1,79,1919,1945,8,0
16364,1,49,1924,1832,2,0
16365,1,54,1918,1891,5,1
16366,1,79,1865,1781,2,0
16367,1,16,1847,1657,2,0
16368,1,30,1572,1832,5,1
16369,1,41,1697,1890,8,0
16370,1,65,1848,1823,2,0
16371,1,49,1798,1796,4,1
16372,1,59,1709,1871,5,0
16373,1,37,1659,1555,1,0
16374,1,22,1815,1378,2,1
16375,1,78,1676,1741,8,1
16376,1,67,1500,1430,2,0
16377,1,50,1470,1453,4,1
16378,1,42,1445,1464,6,0
16379,1,100,1500,1456,5,1
16380,1,63,1446,1424,3,0
16381,1,64,1461,1434,7,1
16382,0,66,1434,1513,5,1
16383,1,7,1499,1442,1,0
16384,0,107,1442,1566,5,0
16385,0,37,1500,1442,7,0
16386,1,259,1441,1461,5,0
16387,1,101,1543,1448,2,0
16388,1,21,1448,1458,2,0
16389,1,120,1446,1494,7,1
16390,1,69,1497,1456,4,0
16391,1,82,1466,1527,4,1
16392,1,19,1444,1500,4,0
16393,1,75,1661,1450,11,0
16394,1,134,1441,1438,5,1
16395,0,20,1351,1471,6,1
16396,1,94,1491,1346,5,1
16397,1,70,1318,1483,5,1
16398,1,58,1496,1511,4,1
16399,1,44,1485,1482,7,1
16400,1,117,1467,1456,6,0
16401,1,31,1446,1452,5,1
16402,1,65,1421,1429,6,0
16403,1,37,1329,1443,6,0
16404,1,39,1423,1484,3,0
16405,1,35,1407,1377,3,0
16406,1,82,1231,1397,5,1
16407,1,11,952,1394,2,1
16408,1,31,1390,967,3,0
16409,1,46,1046,1030,3,1
16410,1,13,1045,1119,2,0
16411,1,14,1179,1329,1,1
16412,1,69,1409,1228,2,0
16413,1,48,1388,1326,2,0
16414,1,28,1500,1503,1,1
16415,1,4,1650,1812,4,1
16416,1,43,1436,1668,4,0
16417,1,78,1678,1715,4,1
16418,1,75,1724,1688,8,0
16419,1,39,1678,1630,5,0
16420,1,41,1728,1688,8,0
16421,1,98,1701,1638,8,1
16422,1,62,1715,1652,5,1
16423,1,61,1777,1725,9,0
16424,1,100,1745,1747,4,1
16425,1,37,1831,1745,12,0
16426,1,125,1732,1747,4,0
16427,1,30,1759,1719,2,1
16428,1,43,1739,1719,2,0
16429,1,80,1747,1588,4,1
16430,1,63,1742,1506,5,0
16431,1,49,1728,1772,3,0
16432,1,39,2257,1730,3,0
16433,1,102,1434,1726,1,1
16434,1,38,1742,1602,6,1
16435,1,105,1997,1747,2,0
16436,1,35,1751,1992,3,1
16437,1,35,1987,1757,8,0
16438,1,82,1762,1971,5,1
16439,1,83,1964,1768,8,0
16440,1,89,1939,1795,1,0
16441,1,22,1811,1696,4,1
16442,1,39,1894,1820,2,0
16443,1,34,1835,1733,28,1
16444,1,45,1832,1503,4,0
16445,1,88,2242,1811,6,1
16446,1,39,2101,1824,4,0
16447,1,62,1828,2097,5,1
16448,1,102,1846,1622,2,1
16449,1,41,2048,1852,3,0
16450,1,36,1860,1969,4,1
16451,1,81,1820,1850,3,1
16452,1,71,1846,1551,8,0
16453,1,32,1680,1839,4,1
16454,1,65,1829,1777,4,0
16455,1,68,1604,1824,8,1
16456,0,87,939,963,4,0
16457,0,66,1458,939,2,0
16458,1,59,1449,940,4,0
16459,1,80,949,1064,4,1
16460,1,66,961,974,1,1
16461,1,89,963,975,3,0
16462,1,5,1046,986,3,0
16463,1,95,1801,1784,2,0
16464,1,41,1768,1773,7,0
16465,1,108,1857,1763,4,0
16466,1,108,1775,1890,6,1
16467,1,92,1815,1724,8,1
16468,1,62,1815,1872,6,1
16469,1,47,1800,1741,5,0
16470,1,168,1522,1793,2,1
16471,1,27,1868,1808,4,0
16472,1,21,1796,1643,7,0
16473,1,58,1394,1792,5,1
16474,1,63,1412,1410,6,0
16475,1,28,1417,1565,2,1
16476,1,49,1412,1174,3,0
16477,1,20,1464,1397,3,1
16478,1,68,1387,1385,3,1
16479,1,107,1377,1645,3,0
16480,1,140,1383,1588,3,1
16481,1,200,1910,1827,4,1
16482,1,80,1752,1818,4,1
16483,1,47,1809,1762,6,0
16484,1,51,1803,1658,5,0
16485,1,71,1818,1813,6,0
16486,1,88,1806,1802,5,1
16487,1,158,1804,1757,5,0
16488,1,85,1796,1700,5,0
16489,1,162,1807,1786,3,1
16490,1,60,1726,1799,8,1
16491,1,141,1795,1523,6,0
16492,1,43,1777,2054,3,0
16493,1,104,1831,1776,4,0
16494,1,55,1786,1795,8,1
16495,1,79,1775,1791,4,0
16496,1,51,1789,1786,6,0
16497,1,109,1775,1761,4,0
16498,1,41,1773,1786,5,0
16499,1,81,1743,1799,7,0
16500,1,131,1807,1809,5,0
16501,1,60,1823,1729,8,1
16502,1,44,1764,1814,2,1
16503,1,83,1801,1881,4,0
16504,1,52,1814,1723,4,1
16505,1,80,1733,1806,2,1
16506,1,73,1743,1819,7,0
16507,1,190,1818,1849,3,0
16508,1,92,1600,1652,8,1
16509,1,63,1640,1672,2,0
16510,1,54,1648,1765,6,1
16511,1,30,1757,1656,11,0
16512,1,48,1792,1640,8,1
16513,1,54,1647,1785,11,1
16514,1,42,1801,1631,8,1
16515,1,50,1638,1795,5,1
16516,1,29,1788,1645,8,0
16517,1,48,1652,1781,11,1
16518,1,78,1796,1636,13,1
16519,1,90,1723,1622,4,1
16520,0,47,1588,1622,4,1
16521,1,53,1664,1652,2,0
16522,1,47,1707,1674,7,0
16523,1,71,1670,1685,4,0
16524,1,97,1674,1680,5,0
16525,1,47,1670,1685,4,0
16526,1,58,1692,1792,4,1
16527,0,122,1747,1692,2,0
16528,0,111,1692,1747,5,0
16529,0,91,1747,1692,6,0
16530,0,53,1692,1747,7,0
16531,0,130,1747,1692,4,1
16532,0,43,1692,1747,3,0
16533,0,121,1692,1747,5,0
16534,0,110,1747,1692,5,1
16535,0,96,1747,1692,8,1
16536,0,43,1692,1747,3,0
16537,0,81,1747,1692,6,0
16538,0,129,1692,1747,4,0
16539,0,164,1654,1692,3,0
16540,0,79,1600,1692,3,0
16541,0,54,1692,1637,5,1
16542,0,128,1692,1637,3,1
16543,1,80,1606,1684,6,1
16544,1,62,1694,1704,7,1
16545,1,44,1688,1705,4,0
16546,1,73,1696,1657,2,0
16547,1,9,1628,1688,4,1
16548,1,53,1679,1626,2,0
16549,1,83,1669,1663,2,0
16550,0,97,1669,1573,3,0
16551,1,82,1652,1659,2,1
16552,1,36,1636,1649,7,1
16553,1,26,1660,1622,3,1
16554,1,53,1682,1670,3,0
16555,0,114,1548,1670,4,1
16556,0,77,1670,1548,2,0
16557,0,57,1651,1670,1,0
16558,0,93,1651,1670,3,0
16559,0,65,1670,1659,7,0
16560,1,99,2095,1679,16,0
16561,1,69,1872,1685,6,0
16562,1,34,1421,1680,3,1
16563,1,37,1670,1625,5,0
16564,1,72,1686,1676,2,1
16565,1,61,1804,1698,4,0
16566,1,87,1691,1567,5,0
16567,1,49,1679,1690,6,0
16568,1,11,1666,1702,5,0
16569,1,66,1691,1643,3,1
16570,1,27,1933,1696,11,0
16571,1,25,1675,2055,5,0
16572,1,102,1716,1661,5,1
16573,1,60,1568,1653,2,1
16574,1,45,1648,1630,5,0
16575,1,99,1647,1664,6,0
16576,1,41,1664,1632,3,0
16577,1,55,1661,1322,3,0
16578,1,51,1765,1669,7,0
16579,1,72,1672,2052,5,1
16580,1,97,1785,1680,6,0
16581,1,48,1873,1913,4,1
16582,1,61,1871,1456,7,0
16583,1,13,1871,1098,7,0
16584,1,80,1836,1884,8,0
16585,1,101,1822,1886,4,0
16586,1,68,1901,1806,6,1
16587,1,87,1893,1768,3,0
16588,1,104,1738,1886,2,1
16589,1,81,1872,1940,6,0
16590,1,21,1862,1809,5,0
16591,1,65,1753,1871,5,0
16592,1,46,1826,1860,3,1
16593,1,80,1882,1504,5,1
16594,1,96,1729,1874,13,1
16595,1,118,1232,1874,8,1
16596,1,74,2016,1889,8,0
16597,0,76,2235,2447,4,1
16598,1,56,1282,1472,5,1
16599,1,82,1330,1464,4,1
16600,1,38,1461,1559,5,1
16601,1,55,1440,1777,8,0
16602,1,58,1558,1423,3,1
16603,1,73,1391,1437,6,0
16604,1,36,1403,1451,2,0
16605,1,90,1631,1432,11,1
16606,1,86,1153,1428,3,1
16607,1,49,1423,1158,4,0
16608,1,64,1262,1416,3,1
16609,1,29,1352,1431,1,0
16610,1,64,1433,1869,2,1
16611,1,62,1458,1044,4,1
16612,1,59,1581,1466,7,0
16613,1,41,1461,1246,7,0
16614,1,45,1454,1289,8,0
16615,1,29,1339,1470,7,0
16616,1,99,1451,1865,5,0
16617,1,47,1844,1453,8,0
16618,1,86,1450,1136,2,0
16619,0,54,1500,1500,1,1
16620,0,22,1463,1500,2,1
16621,0,107,2500,2205,4,0
16622,1,23,2131,1869,4,0
16623,1,58,1852,1805,4,0
16624,1,64,1873,1858,10,1
16625,1,71,1865,1623,7,0
16626,1,128,1732,1850,7,1
16627,1,72,1864,2011,8,1
16628,1,76,2040,1827,17,1
16629,1,79,1800,1508,5,0
16630,1,19,1918,1820,7,0
16631,1,35,1842,1915,7,1
16632,1,47,1502,1834,6,1
16633,1,99,1810,1728,7,0
16634,1,58,1789,1776,8,1
16635,1,95,1723,1708,2,0
16636,1,41,1662,1808,8,0
16637,1,44,1801,1697,9,0
16638,1,50,1750,1761,4,1
16639,1,47,1678,1717,5,0
16640,1,99,1596,1643,6,0
16641,0,79,2613,1904,8,0
16642,1,75,1893,1897,8,0
16643,1,57,2003,1901,7,0
16644,1,101,1815,1904,5,0
16645,1,226,1817,1907,3,0
16646,1,105,1899,1776,4,0
16647,1,78,1610,1895,2,1
16648,1,129,1888,1736,6,0
16649,1,59,2224,1802,3,0
16650,1,70,1783,2222,3,1
16651,1,93,2217,1970,3,0
16652,1,74,1873,2214,3,1
16653,1,62,2211,1878,6,0
16654,1,28,1935,2206,8,1
16655,1,57,2200,2029,6,0
16656,1,27,2199,1622,6,0
16657,1,64,1971,2194,3,1
16658,1,138,2274,2191,3,0
16659,1,90,1801,2189,3,1
16660,1,37,2188,1536,4,0
16661,1,106,2196,2314,9,1
16662,1,114,2346,2179,12,1
16663,1,29,2170,2112,3,0
16664,1,47,2161,2084,9,0
16665,1,53,2154,2010,3,0
16666,1,57,2140,2218,12,0
16667,1,48,2043,2132,2,1
16668,1,43,2122,2052,6,0
16669,1,115,2007,2138,2,0
16670,1,57,2128,2064,4,0
16671,1,156,1610,1578,3,1
16672,1,35,1743,1594,2,0
16673,1,96,1584,1591,4,0
16674,1,54,1595,1563,4,1
16675,1,44,1573,1597,3,1
16676,1,150,1609,1552,2,1
16677,1,106,1619,1632,8,1
16678,1,40,1591,1609,5,1
16679,1,53,1611,1557,5,0
16680,1,75,1667,1620,3,0
16681,1,57,1599,1631,5,0
16682,1,113,1631,1627,2,0
16683,1,29,1620,1639,5,0
16684,1,113,1645,1630,11,0
16685,1,205,1617,1704,3,0
16686,1,62,1601,1607,8,1
16687,1,49,1569,1619,8,0
16688,1,17,1621,1593,4,0
16689,1,37,1609,1688,2,0
16690,1,127,1598,1619,3,0
16691,1,153,1628,1666,6,0
16692,1,30,1574,1619,3,1
16693,1,61,1609,1590,9,0
16694,1,88,1641,1598,11,1
16695,1,71,1661,1606,10,0
16696,1,48,1617,1616,5,1
16697,1,58,1620,1606,4,1
16698,1,79,1597,1565,4,0
16699,1,73,1599,1607,5,0
16700,1,40,1601,1597,2,1
16701,1,48,1607,1600,5,1
16702,1,54,1615,1704,5,1
16703,1,73,1601,1626,2,0
16704,1,48,1635,1666,4,1
16705,1,43,1662,1645,2,0
16706,1,48,1598,1636,2,1
16707,1,45,1628,1556,5,0
16708,1,54,1638,1639,2,1
16709,0,34,1450,1999,9,1
16710,0,53,1999,1450,9,0
16711,1,77,1996,1959,5,0
16712,1,32,1948,1942,6,0
16713,1,113,1930,2204,10,0
16714,1,39,1918,1966,4,0
16715,1,17,2069,1925,4,0
16716,1,75,1860,1938,4,0
16717,1,28,1905,1924,5,1
16718,1,93,1930,2107,3,1
16719,1,42,1936,2101,5,1
16720,1,126,1313,1543,2,1
16721,1,8,1563,1290,2,1
16722,1,67,1266,1585,2,0
16723,1,49,1542,1242,4,1
16724,1,88,1232,1551,3,0
16725,1,28,1244,1282,3,1
16726,1,35,1525,1249,2,0
16727,1,86,1225,1546,3,0
16728,1,65,1198,1613,1,0
16729,1,66,1189,1621,4,1
16730,1,63,1619,1191,2,0
16731,1,35,1176,1201,2,0
16732,0,22,1649,1176,3,1
16733,0,14,1176,1649,5,0
16734,0,67,1621,1176,3,0
16735,0,106,1176,1621,3,1
16736,0,96,1176,1615,5,1
16737,0,115,1615,1176,4,0
16738,0,113,1176,1615,6,0
16739,0,69,1653,1176,4,0
16740,0,58,1176,1653,3,1
16741,0,54,1653,1176,3,1
16742,0,21,1176,1653,5,0
16743,0,67,1500,1176,5,0
16744,1,79,1308,1185,2,0
16745,1,45,1164,1326,5,0
16746,1,73,1318,1173,2,0
16747,1,114,1180,1361,2,1
16748,1,18,1355,1188,1,0
16749,1,48,1191,1623,6,1
16750,1,116,1203,1267,4,1
16751,1,42,1283,1182,6,1
16752,1,71,1156,1449,7,0
16753,1,45,1444,1161,4,0
16754,1,114,1530,1552,3,1
16755,1,26,1504,1543,2,1
16756,0,35,1543,1601,5,0
16757,1,63,1519,1543,2,0
16758,1,119,1584,1553,2,0
16759,1,84,1537,1543,7,1
16760,1,38,1509,1544,5,0
16761,1,65,1532,1570,5,0
16762,0,40,1497,1532,6,1
16763,1,51,1436,1546,5,0
16764,1,61,1536,1498,3,0
16765,1,71,1453,1550,9,0
16766,0,57,1550,1429,3,0
16767,1,51,1462,1541,1,1
16768,1,53,1492,1554,1,0
16769,1,65,1522,1566,2,0
16770,1,94,1671,1563,1,0
16771,1,26,1464,1555,11,1
16772,1,133,1626,1564,3,0
16773,1,111,1550,1639,7,0
16774,0,25,1550,1527,4,0
16775,1,38,1693,1535,7,1
16776,0,52,1600,1535,2,1
16777,0,64,1500,1535,7,1
16778,1,30,1443,1528,1,1
16779,1,85,1542,1517,1,1
16780,1,77,1651,1524,2,0
16781,1,54,1507,1513,5,1
16782,1,166,1523,1556,6,1
16783,0,73,1554,1523,5,0
16784,1,91,1636,1506,5,0
16785,1,90,1528,1495,3,1
16786,1,55,1545,1490,2,0
16787,1,52,1508,1562,6,1
16788,1,31,1552,1518,3,0
16789,1,23,1505,1565,6,0
16790,1,35,1580,1492,3,1
16791,1,15,1484,1401,4,0
16792,1,28,1418,1475,3,1
16793,1,35,1466,1406,8,0
16794,1,51,1432,1478,2,0
16795,1,60,1489,1475,2,1
16796,1,64,1454,1479,2,1
16797,1,71,1516,1489,7,0
16798,0,40,1582,1489,3,1
16799,1,45,1799,1578,4,0
16800,1,78,1716,1464,5,1
16801,0,10,1277,1464,7,0
16802,1,60,1413,1280,6,0
16803,1,48,1276,1461,6,0
16804,1,41,1284,1436,4,0
16805,1,49,1426,1500,3,0
16806,1,93,1405,1040,5,0
16807,1,25,1516,1413,7,0
16808,1,46,1434,1401,4,1
16809,1,37,1388,1447,5,0
16810,1,36,1507,1396,1,0
16811,1,17,1636,1400,3,0
16812,1,30,1408,1498,2,1
16813,1,50,1415,1577,3,1
16814,1,24,1331,1413,3,1
16815,1,67,1400,1452,6,0
16816,1,21,1440,1421,4,0
16817,1,65,1405,1557,14,0
16818,1,45,1309,1419,4,0
16819,1,72,1587,1403,3,1
16820,1,123,1416,1349,4,1
16821,1,50,1431,1317,2,1
16822,1,80,1436,1669,4,1
16823,1,40,1363,1418,7,1
16824,1,34,1423,1650,2,1
16825,1,106,1418,1445,3,1
16826,1,65,1587,1424,4,0
16827,1,43,1407,1620,4,0
16828,1,57,1643,1424,3,0
16829,1,115,1500,1430,4,0
16830,1,11,1444,1358,3,1
16831,1,61,1442,1420,8,1
16832,1,39,1435,1453,2,0
16833,1,45,1728,1458,2,0
16834,1,33,1470,1469,7,0
16835,1,22,1461,1355,6,0
16836,1,57,1466,1657,6,1
16837,1,51,1441,1479,6,0
16838,1,55,1642,1485,4,0
16839,1,56,1449,1475,6,1
16840,1,55,1462,1504,3,0
16841,1,43,1727,1466,11,0
16842,1,65,1457,1386,5,0
16843,1,25,1503,1468,6,0
16844,1,61,1461,1316,4,0
16845,1,100,1466,1583,2,0
16846,1,58,1461,1455,3,1
16847,1,71,1446,1344,4,0
16848,1,39,1436,1388,2,0
16849,0,51,1665,1360,5,0
16850,1,35,2171,2064,11,0
16851,1,43,2162,2088,10,0
16852,1,54,2097,2152,5,1
16853,1,47,2053,2167,11,0
16854,1,51,1994,2160,2,1
16855,1,59,2166,1997,9,0
16856,1,88,1661,2069,10,1
16857,1,68,2211,1637,4,1
16858,1,64,1187,1635,3,1
16859,1,104,1924,1774,4,1
16860,1,68,1789,1899,11,1
16861,1,65,1880,1679,6,0
16862,0,43,2050,1880,11,0
16863,1,50,1923,1911,4,1
16864,1,63,1964,2005,6,1
16865,0,3,1970,1832,3,0
16866,0,127,1990,1970,4,0
16867,0,53,1886,1970,10,0
16868,0,138,1970,1886,8,1
16869,1,135,1886,1970,14,0
16870,0,29,1970,1500,5,0
16871,0,34,1621,1970,5,1
16872,0,17,1970,1710,6,0
16873,1,35,1807,1970,5,0
16874,0,46,1970,1208,3,0
16875,0,80,2106,1970,4,1
16876,0,141,1970,1506,5,0
16877,0,96,1506,1970,3,1
16878,0,25,1970,1500,4,0
16879,1,42,1452,2085,2,1
16880,1,60,1660,1450,9,1
16881,1,58,1486,1654,6,1
16882,1,42,1390,1649,4,1
16883,1,45,2013,1652,3,0
16884,1,71,1643,1573,3,0
16885,1,110,1652,1735,8,1
16886,1,85,1726,1661,6,0
16887,1,20,1672,1717,6,1
16888,1,152,1643,1660,7,1
16889,1,22,1415,1655,6,1
16890,1,57,1669,1326,3,0
16891,1,92,1329,1660,1,1
16892,1,130,1674,1926,8,1
16893,0,66,1674,1500,12,1
16894,0,76,1781,1674,6,1
16895,0,95,1529,1674,4,0
16896,0,80,1674,1708,6,1
16897,1,21,1590,1640,3,1
16898,0,91,2027,1640,6,0
16899,0,84,2027,1640,11,0
16900,1,86,1579,1416,2,1
16901,1,137,1577,1634,7,0
16902,1,103,1568,1509,3,0
16903,1,47,1561,1380,3,0
16904,1,29,1552,1471,2,0
16905,1,63,1547,1330,3,0
16906,1,39,1564,1386,2,1
16907,1,115,1563,1609,3,0
16908,1,99,1549,1609,3,0
16909,1,92,1562,1536,3,1
16910,1,48,1563,2139,7,1
16911,1,90,1565,1947,3,1
16912,1,102,1587,1553,2,1
16913,1,93,1712,1559,7,0
16914,1,29,1547,1583,4,0
16915,1,60,1552,1763,3,1
16916,1,54,1568,1439,3,1
16917,1,104,1534,1557,4,1
16918,1,59,1550,1560,3,0
16919,1,69,1544,1350,4,0
16920,1,96,1558,1519,4,1
16921,1,50,1569,1576,4,1
16922,1,44,1577,1714,2,1
16923,1,55,1596,1327,3,1
16924,1,105,1594,1238,4,0
16925,1,72,1609,1485,4,1
16926,1,25,1605,1354,7,0
16927,1,105,1594,1574,3,0
16928,1,65,1582,1575,4,0
16929,1,33,1575,1405,4,0
16930,1,39,1572,1251,2,0
16931,1,60,1140,1571,3,1
16932,1,51,1993,1573,6,0
16933,1,64,1576,1915,3,1
16934,1,45,1990,1578,1,0
16935,1,70,1591,1536,6,1
16936,1,23,1575,1725,3,0
16937,1,44,1581,1747,7,1
16938,1,99,1569,1615,4,0
16939,1,56,1583,1482,7,1
16940,1,67,1593,1644,2,1
16941,1,39,1589,1299,3,0
16942,1,31,1605,1416,2,1
16943,1,222,1617,1614,2,1
16944,1,111,1611,1418,4,0
16945,1,23,1606,1392,4,0
16946,1,19,1601,1402,3,0
16947,1,40,1451,1594,4,1
16948,1,43,1475,1396,4,1
16949,1,92,1496,1229,3,1
16950,1,76,1393,1398,6,1
16951,1,63,1418,1405,7,0
16952,1,18,1422,1267,5,1
16953,1,73,1778,1425,3,0
16954,1,20,1430,1669,6,1
16955,1,84,1441,1474,6,1
16956,1,27,1403,1455,9,0
16957,1,24,1523,1440,4,1
16958,1,68,1441,1620,4,1
16959,1,51,1388,1456,3,0
16960,1,11,1447,1335,7,0
16961,0,121,1968,1447,2,0
16962,0,42,1447,1500,11,1
16963,1,43,1492,1458,6,0
16964,1,41,1446,1420,6,0
16965,1,22,1216,1440,3,1
16966,1,83,1432,1306,5,0
16967,1,63,1419,1446,1,0
16968,1,76,1460,1457,2,1
16969,1,18,1277,1452,3,1
16970,1,149,1421,1468,5,0
16971,1,157,1440,1272,5,0
16972,1,41,1518,1452,5,0
16973,1,44,1479,1056,4,1
16974,1,111,1383,1498,4,0
16975,1,51,1492,1248,6,0
16976,1,56,1523,1491,5,0
16977,1,65,1801,1496,3,0
16978,1,126,1496,1496,8,0
16979,1,40,1505,1650,4,1
16980,1,158,1425,1492,2,1
16981,1,120,1491,1520,4,0
16982,1,32,1509,1480,11,1
16983,0,19,1268,1158,3,0
16984,0,33,1141,1268,4,0
16985,0,15,1268,1141,3,0
16986,1,85,1189,1244,2,0
16987,0,17,1189,1443,3,0
16988,1,86,1271,1261,4,1
16989,1,7,1519,1324,1,0
16990,1,73,1611,1423,7,0
16991,1,65,1784,1538,8,0
16992,1,130,1583,1567,6,1
16993,0,28,1583,2203,4,1
16994,1,44,1729,1615,9,1
16995,1,54,1420,1402,3,1
16996,1,48,1500,1701,5,1
16997,1,55,1700,1324,5,0
16998,1,36,1331,1472,5,1
16999,1,11,1463,1315,6,1
17000,1,59,1443,1323,3,0
17001,1,16,1333,1382,4,1
17002,1,63,1628,1337,5,0
17003,1,44,1342,1556,5,1
17004,1,60,1370,1353,6,0
17005,1,33,1552,1359,2,0
17006,1,66,1364,1632,3,1
17007,1,30,1518,1371,6,0
17008,1,18,1383,1383,6,0
17009,1,36,1688,1386,6,0
17010,1,82,1392,1612,4,1
17011,1,102,1225,1385,3,1
17012,1,51,1389,1675,5,1
17013,1,30,1594,1395,5,0
17014,1,82,1558,1360,5,1
17015,1,44,1369,1460,2,1
17016,1,54,1374,1579,4,1
17017,1,53,1430,1385,4,0
17018,1,80,1489,1369,6,1
17019,1,14,1363,1514,2,1
17020,1,11,1363,1559,6,0
17021,1,20,1469,1372,5,0
17022,1,44,1646,1376,5,0
17023,1,73,1365,1347,4,0
17024,1,55,1368,1754,8,1
17025,1,51,1962,1368,3,0
17026,1,122,1375,1539,4,1
17027,1,54,1604,1380,5,0
17028,1,7,1554,1387,3,0
17029,1,61,1394,1528,4,1
17030,1,50,1679,1398,1,0
17031,1,53,1519,1406,5,0
17032,1,55,1394,1414,4,0
17033,1,15,1648,1399,5,0
17034,1,27,1643,1404,3,0
17035,1,82,1638,1409,5,0
17036,1,32,1657,1389,5,1
17037,1,66,1653,1394,5,0
17038,1,9,1601,1399,4,0
17039,1,39,1543,1407,2,0
17040,1,21,1394,1427,4,0
17041,1,80,1528,1402,4,0
17042,1,63,1738,1405,4,0
17043,1,84,1535,1413,5,0
17044,0,62,1568,2060,3,1
17045,0,15,1783,2060,7,1
17046,0,104,2060,1614,4,1
17047,0,30,1527,2060,6,1
17048,0,50,2060,1527,5,1
17049,0,45,1553,2060,5,0
17050,0,40,2060,1546,2,1
17051,0,30,1768,2060,9,1
17052,0,95,1876,2060,3,0
17053,0,34,2060,1882,6,1
17054,0,37,2060,1500,4,0
17055,0,63,1500,2060,3,0
17056,0,43,1500,2060,3,0
17057,0,95,2060,1932,2,0
17058,0,37,2060,1754,6,0
17059,0,53,1500,2060,2,0
17060,0,26,1500,2060,3,1
17061,0,54,2060,1639,6,1
17062,1,72,1513,1569,5,1
17063,1,46,1440,1553,9,1
17064,1,40,1459,1532,8,1
17065,1,58,1573,1356,6,1
17066,1,47,1672,1595,5,0
17067,1,13,1507,1570,6,1
17068,1,62,1741,1589,4,0
17069,1,29,1409,1644,11,0
17070,1,67,1552,1649,7,0
17071,1,66,1679,1816,10,1
17072,1,83,1833,1594,10,1
17073,1,67,1508,1681,6,0
17074,1,80,1340,1567,2,1
17075,1,73,1502,1346,2,0
17076,1,18,1354,1445,4,1
17077,1,33,1312,1366,3,0
17078,1,50,1407,1354,3,1
17079,1,48,1366,1297,2,1
17080,1,95,1282,1380,4,0
17081,1,65,1460,1389,3,0
17082,1,50,1379,1378,5,1
17083,1,27,1366,1391,4,0
17084,1,149,1357,1300,4,0
17085,1,73,1365,1479,2,1
17086,1,66,1374,1435,3,1
17087,1,35,1425,1383,3,0
17088,1,74,1395,1377,2,1
17089,1,92,1360,1384,3,1
17090,1,103,1756,1387,2,0
17091,1,105,1374,1462,2,0
17092,1,88,1401,1373,3,0
17093,1,41,1383,1651,4,1
17094,1,2,1383,1522,2,1
17095,1,77,1352,1642,4,0
17096,1,47,1421,1361,2,0
17097,1,106,1323,1351,6,1
17098,1,79,1314,1355,3,0
17099,1,45,1362,1461,4,1
17100,1,70,1371,1453,3,1
17101,1,31,1442,1379,3,0
17102,0,58,1368,1464,8,1
17103,0,52,1464,1301,2,1
17104,0,27,1388,1464,6,0
17105,0,58,1204,1464,5,1
17106,0,48,1464,1441,4,1
17107,0,29,1464,1540,5,0
17108,0,20,1337,1464,8,0
17109,0,134,1516,1464,5,1
17110,1,19,1526,1473,1,0
17111,1,47,1413,1487,11,0
17112,1,53,1473,1587,6,0
17113,1,20,1479,1633,6,1
17114,1,56,1417,1470,5,1
17115,1,92,1263,1454,4,1
17116,1,81,1442,1487,7,0
17117,1,95,1644,1447,5,0
17118,1,110,1456,1767,6,1
17119,1,49,1465,1523,3,1
17120,1,123,1392,1479,7,0
17121,1,81,1463,1641,5,0
17122,1,66,1476,1386,4,1
17123,1,64,1615,1461,8,1
17124,1,87,1446,1579,6,0
17125,1,49,1382,1459,7,0
17126,1,36,1472,1406,4,1
17127,1,16,1480,1594,5,1
17128,1,76,1309,1474,9,1
17129,1,70,1328,1467,6,1
